x,y
-756.4471648766413,406.85588127268596
-754.5634492907619,408.7358797761505
-752.6871678697122,410.5862295801588
-750.8257254390695,412.3777495629561
-748.9864682616957,414.0821863842117
-747.1766550453929,415.6726600570731
-745.403428296101,417.1240878616163
-743.6737861296891,418.4135799143228
-741.9945546535898,419.5208001552162
-740.3723610272714,420.4282870596763
-738.8136073078671,421.12172901711324
-737.3244451841806,421.5901900336163
-735.9107516987806,421.82628219911004
-734.5781060539989,421.82628219911004
-733.3317675933677,421.5901900336163
-732.1766550453929,421.12172901711324
-731.1173271115808,420.4282870596763
-730.1579644753253,419.5208001552162
-729.3023533026607,418.4135799143228
-728.5538702999937,417.1240878616163
-727.9154693877867,415.6726600570731
-727.3896700427823,414.0821863842117
-726.9785473547806,412.3777495629561
-726.6837238372069,410.5862295801588
-726.5063630237931,408.7358797761505
-726.4471648766413,406.85588127268596
-726.5063630237931,404.9758827692214
-726.6837238372069,403.12553296521315
-726.9785473547806,401.3340129824158
-727.3896700427823,399.62957616116023
-727.9154693877867,398.03910248829885
-728.5538702999937,396.5876746837556
-729.3023533026607,395.29818263104914
-730.1579644753253,394.19096239015573
-731.1173271115808,393.28347548569565
-732.1766550453929,392.5900335282587
-733.3317675933677,392.12157251175563
-734.5781060539989,391.8854803462619
-735.9107516987806,391.8854803462619
-737.3244451841806,392.12157251175563
-738.8136073078671,392.5900335282587
-740.3723610272714,393.28347548569565
-741.9945546535898,394.19096239015573
-743.6737861296891,395.29818263104914
-745.403428296101,396.5876746837556
-747.1766550453929,398.03910248829885
-748.9864682616957,399.62957616116023
-750.8257254390695,401.3340129824158
-752.6871678697122,403.12553296521315
-754.5634492907619,404.9758827692214
-756.4471648766413,406.85588127268596
-758.3308804625207,408.7358797761505
-760.2071618835704,410.5862295801588
-762.0686043142131,412.3777495629561
-763.9078614915869,414.0821863842117
-765.7176747078897,415.6726600570731
-767.4909014571816,417.1240878616163
-769.2205436235935,418.4135799143228
-770.8997750996928,419.5208001552162
-772.5219687260112,420.4282870596763
-774.0807224454155,421.12172901711324
-775.569884569102,421.5901900336163
-776.983578054502,421.82628219911004
-778.3162236992837,421.82628219911004
-779.5625621599149,421.5901900336163
-780.7176747078897,421.12172901711324
-781.7770026417018,420.4282870596762
-782.7363652779572,419.5208001552162
-783.5919764506219,418.4135799143228
-784.3404594532889,417.1240878616163
-784.9788603654958,415.6726600570731
-785.5046597105003,414.0821863842117
-785.915782398502,412.3777495629561
-786.2106059160757,410.5862295801588
-786.3879667294894,408.7358797761505
-786.4471648766413,406.85588127268596
-786.3879667294894,404.9758827692214
-786.2106059160757,403.12553296521315
-785.915782398502,401.3340129824158
-785.5046597105003,399.62957616116023
-784.9788603654958,398.03910248829885
-784.3404594532889,396.58767468375567
-783.5919764506219,395.29818263104914
-782.7363652779572,394.19096239015573
-781.7770026417018,393.28347548569565
-780.7176747078897,392.5900335282587
-779.5625621599149,392.12157251175563
-778.3162236992837,391.8854803462619
-776.983578054502,391.8854803462619
-775.569884569102,392.12157251175563
-774.0807224454155,392.59003352825863
-772.5219687260112,393.28347548569565
-770.8997750996928,394.19096239015573
-769.2205436235935,395.29818263104914
-767.4909014571816,396.5876746837556
-765.7176747078897,398.03910248829885
-763.9078614915869,399.62957616116023
-762.0686043142131,401.3340129824158
-760.2071618835704,403.12553296521315
-758.3308804625207,404.9758827692214
